ETC_20150317_000001	Kepa
ETC_20190104_036861	Увеличивает очки изменения класса на +100.{nl} Очки класса могут быть накоплены максимум до 3000, и заработанные лишние очки не будут сохранены.
ETC_20190104_036862	Class Change Voucher Lv 2
ETC_20190104_036863	Увеличивает очки изменения класса на +500.{nl} Очки класса могут быть накоплены максимум до 3000, и заработанные лишние очки не будут сохранены.
ETC_20190104_036864	Class Change Voucher Lv 3
ETC_20190104_036865	Увеличивает очки изменения класса на +1,000.{nl} Очки класса могут быть накоплены максимум до 3000, и заработанные лишние очки не будут сохранены.
ETC_20190104_036866	Skill+Attribute Reset Package
ETC_20190104_036867	Contains the following items.{nl} - Attribute Reset Potion x1{nl} - Skill Reset Potion x1
ETC_20190104_036868	[Re:Build] Artisan Magnifier
ETC_20190104_036869	Randomly changes the number, groups, values and types of stats contained in a random stat item. You can choose to keep the new stats or revert them back to their original state.{nl} The item is issued as a part of the [Re:Build] update. This item will be removed after the event period.
ETC_20190104_036870	[Reward] Miko Unlock Voucher
ETC_20190104_036871	[Reward] Appraiser Unlock Voucher
ETC_20190104_036872	[Reward] Rune Caster Unlock Voucher
ETC_20190104_036873	[Reward] Shinobi Unlock Voucher
ETC_20190104_036874	[Reward] Nak Muay Unlock Voucher
ETC_20190104_036875	[Reward] Unlock Voucher Selection Box
ETC_20190104_036876	Demon Cube
ETC_20190104_036877	You can obtain one of the following items when used.{nl} - Giltine Follower Robe Box{nl} - Giltine Follower Hood Box{nl} - Giltine Thorns{nl} - Small Giltine Doll{nl} - Small Giltine Wings{nl} - Giltine Incense Burner
ETC_20190104_036878	Demon Cube x3 + 1
ETC_20190104_036879	You can obtain Demon Cube x4 when used.
ETC_20190104_036880	Giltine Follower Robe Box
ETC_20190104_036881	Use to select one of the following items.{nl} - Giltine Follower Robe (M) x1{nl} - Giltine Follower Robe (F) x1
ETC_20190104_036882	Giltine Follower Hood Box
ETC_20190104_036883	Use to select one of the following items.{nl} - Giltine Follower Hood (M) x1{nl} - Giltine Follower Hood (F) x1{nl} - Giltine's Hood x1
ETC_20190104_036884	Token: Starter Package
ETC_20190104_036885	Use to obtain all of the following items.{nl} - Token x1{nl} - Megaphone x20{nl} - Warp Scroll x10{nl} - Soul Crystal x10{nl} - Lv 15 Basic Condensed HP Potion x100{nl} - Lv 15 Basic Condensed SP Potion x100{nl} - Attribute Points: 1,000 x3{nl} - Silver Box: 1,000,000 x1
ETC_20190104_036886	Token: Advanced Package
ETC_20190104_036887	Use to obtain all of the following items.{nl} - Token x1{nl} - x8 EXP Tome x4{nl} - Instanced Dungeon Reset Voucher x10{nl} - Challenge Mode One Entry Voucher x20{nl} - Challenge Portal Scroll x20{nl} - Superior Urgent Repair Kit x10{nl} - Lv 15 Basic Condensed HP Potion x100{nl} - Lv 15 Basic Condensed SP Potion x100{nl} - Attribute Points: 1,000 x5
ETC_20190104_036888	Token: Premium Package
ETC_20190104_036889	Use to obtain all of the following items.{nl} - Token x3{nl} - Silver Anvil x10{nl} - Golden Anvil x3{nl} - Lv 10 Enhancement Card x3{nl} - 5-Star Gem Abrasive x5{nl} - Premium Awakening Stone x3{nl} - Monster Card Album: All Colors x3{nl} - Raid Portal Stone x20{nl} - Challenge Mode One Entry Voucher x10{nl} - Challenge Portal Scroll x10{nl} - Superior Urgent Repair Kit x10{nl} - Lv 15 Basic Condensed HP Potion x100{nl} - Lv 15 Basic Condensed SP Potion x100{nl} - Attribute Points: 10,000 x5
ETC_20190104_036890	Silver Chest: 1,000,000
ETC_20190104_036891	You can obtain 1,000,000 silver when used.
ETC_20190104_036892	Use to obtain all of the following items.{nl} - Class Change Voucher Lv 3 x1{nl} - Skill+Attribute Reset Package x1
ETC_20190104_036893	Exchange for one free hairstyle at the Barber Shop.{nl}Cannot be used with other discount coupons.{nl}Will be automatically deleted at the end of the event period.
ETC_20190104_036894	На протяжении тысяч лет мечники были основными пехотинцами Королевства и карьерой для начинающих авантюристов. Многие герои, поднявшиеся на большие высоты, начинали как мечники.  Несмотря на мириады достижений и тактик, используемых в войне, мечники всегда были незаменимым в активом бою.{nl}Классы в дереве мечника имеют самый высокий уровень жизни (HP) и защиты (DEF) и все классы могут умело обращаться с оружием в самом сердце битвы.
ETC_20190104_036895	Since their part in King Zachariel's war, Highlanders have been acting as Royal Guards for the aristocrats, protecting the palace and major cities of the Kingdom. To this day they act as the Special Forces of the Royal Military and have suffered a huge loss in the Fallen City during Medzio Diena.{nl}Highlanders are fearsome warriors famous for their expertise with two-handed swords that push enemies into each other and other objects on the field of battle.
ETC_20190104_036896	Throughout the history of the Kingdom, the Peltasta has acted as the King's personal soldiers. To this day, they answer first and foremost to the King's orders while working as mercenaries who follow a special set of rules that are different from others.{nl}The Peltasta are defensive warriors that specialize in shields to block the enemy's attack or taunt the enemy to lure them to their certain doom.
ETC_20190104_036897	Hoplites were formed when the Kingdom began to invite outside specialists into their army. Hoplites must first provide service in the Royal Army before leading lives as free citizens of the Kingdom. Hoplites have varying ranks in the military, ranging from a general foot soldier to a general. Hoplite Masters are elected from retired Hoplites.{nl}Hoplites are expert spearsmen with extended range and receive bonus damage when standing off against larger enemies.
ETC_20190104_036898	Barbarians were once warriors hailing from a far away continent, but they have now been fully assimilated into the Kingdom. They have unique sword techniques that they freely make available for the natives of the Kingdom to learn. Barbarian legends claim that they were the original natives of the Kingdom before they migrated.{nl}Barbarians are aggressive warriors who will do anything for victory. 
ETC_20190104_036899	Mounted troops are difficult to train and, because of this reason, they receive special treatment from the Kingdom. Masters that serve actively as soldiers are such a case. Mounted troops usually consist of nobilities and aristocrats. Even if they are not an official part of the Royal Army, they are given the same treatment.{nl}Cataphracts are mounted warriors that bravely charge into enemy lines. 
ETC_20190104_036900	The Doppelsoeldner are relatively new. Most Doppelsoeldner have either integrated the Pledge of the Blade or work actively as mercenaries.{nl}The Doppelsoeldner are mercenaries that will willingly risk their own lives for financial gain. They leave themselves open to enemy attacks in order to strike back harder or gain extra benefits.
ETC_20190104_036901	The shield and the sword have been a standard part of military training for many years. Soldiers equipped with a sword and shield are difficult to take down but once their formation is broken a big loss is suffered. The Rodeleros are special forces of the Royal Military formed in order to keep soldiers' formations in line.{nl}The Rodelero specializes in ambushing and nullifying the enemy forces through ambushes. Their use of the shield makes them effective units against ranged attacks.
ETC_20190104_036902	As gladiators, the Murmillo are not a formal military occupation but nor are they looked down upon by those in the regular forces.  The Murmillo have been taking part in gladiatorial battles for 900 years since the days of King Melkhiel.{nl}The Murmillo are gladiators that have balanced offense and defense. They offer sturdy ranged defense with Cassis Crista or reinforced shield-based skills.
ETC_20190104_036903	The weapons that the nobility could carry with them within the Royal Palaces had been heavily restricted during the War of the 3rd Succession. Fencers developed their arts especially during this era and it was the Hutton family that came into prominence with their proficiency in fencing.{nl}A Fencer is a class characterized by their fast consecutive lunges with the rapier.
ETC_20190104_036904	The Dragoons were first formed when the Himil family left the Schaffenstar. All Dragoons, whether or not they bear the Himil family name, have either directly or indirectly learned the skills passed down from the Himil family.{nl}The Dragoons are elite soldiers that specialize in spears. They are the most effective when using two-handed spears.
ETC_20190104_036905	Templars are former clergymen that have been secularized to answer directly to the King during the reign of King Rael. They became renown for their services during the War of the 2nd Succession where they fought fiercely in support of King Gliehel. Because of this, the Templars are given authority over all other military personnel by law during times of war.
ETC_20190104_036906	Lancers are made up of noblemen and also are the main forces in the Royal Army. They suffered heavy damage during Medzio Diena as they were stationed near the Royal Palace. Because of this, they are currently the rarest of all military units at the moment.{nl}Lancers are mounted units that are highly effective against footmen. They also have the ability to break through enemy structures and magic circles.
ETC_20190104_036907	The Matadors started off as entertainers that showcased the art of combat against beasts to the masses. Over 300 years of their history, they have undergone changes. One of the biggest changes was that their style of combat was no longer confined to just facing non-human opponents.{nl}Matadors are experts of the hit-and-run tactic and masters of taunts.
ETC_20190104_036908	{/}{/}{#7AE4FF}{ol}[Available from the 2nd Advancement]{/}{/}{nl}Nak Muay have only recently appeared in the Kingdom. The introduction of these hand-to-hand warriors brought about the success of the gladiatorial arenas before its downfall in Medzio Diena. The Nak Muay have always been and will continue to be the star of the arena.{nl}The Nak Muay are famous for their offense-driven nature and powerful melee strikes that are affected by STR.
ETC_20190104_036909	Next to the Murmillo, the Retiarii have historically been the gladiators of the Kingdom's arena. They were formed around the 100th year of the gladiatorial matches and have always been a staple figure in these matches since their appearance. The Murmillo and Retiarii have influenced one another over the years of constant battle and it is said that it was the Retiarii that caused the Murmillo to start wearing their symbolic helmet.{nl}The Retiarii use one-handed spears, daggers and nets to capture the enemy and disarm them.
