QUEST_20150317_000001	Please select the user requiring a quest update.
QUEST_20190419_010814	Hey, you already got ten of 'em. Thanks.{nl}Alright, here's one of my finest anvils. Have a go at it.
QUEST_20190419_010815	Looks like you're still low on those Twinkling Star Pieces.{nl}Wanna grab a couple more?{nl}In case you forgot, let me say that again.
QUEST_20190419_010816	Now don't forget!
QUEST_20190419_010817	Sheriff Master
QUEST_20190419_010818	You never know who else is going to be aiming at you when you point that gun.
QUEST_20190419_010819	The last thing you want to do in a fight is rush.{nl}Speed does have its place, but the real deal-breaker is precision.
QUEST_20190419_010820	Matross Master
QUEST_20190419_010821	Before you shoot, you need to make sure no one's behind you.{nl}Got it?
QUEST_20190419_010822	{nl}Otherwise you might end up getting blasted yourself.
QUEST_20190419_010823	Ardito Master
QUEST_20190419_010824	Ah... Do you know where I can find a den of monsters?{nl}I feel like throwing some.
QUEST_20190419_010825	What are you talking about?!{nl}I had nothing to do with that woman.{nl}I don't know what she's so angry about.
QUEST_20190419_010826	And you. If you're looking to get anything done here, don't you need a partner?
QUEST_20190419_010827	I've been hearing rumors about you since all the way back in Mors...{nl}You're just as unsufferable as I thought.{nl}If we're working with Wolke, count me out.
QUEST_20190419_010828	Are you ready to head up north?
QUEST_20190419_010829	Where will you go?
QUEST_20190419_010830	I can't help you anymore, I've used too many marks.{nl}Sorry.
QUEST_20190419_010831	I'm here to support the many Saviors who are challenging Boruta.{nl}If you're ready now, I can help you too.
QUEST_20190419_010832	You have not advanced into an eligible class.
QUEST_20190419_010833	We are supporting Saviors who have advanced into classes affected by balance changes.{nl}
QUEST_20190419_010834	Please check the list of eligible classes.
QUEST_20190419_010835	Swordsman Tree{nl}- Dragoon, Fencer{nl}Wizard Tree{nl}- Wizard, Cryomancer, Warlock, Featherfoot, Shadowmancer, Bokor, Taoist, Necromancer, Pyromancer, Sage, Elementalist{nl}Archer Tree{nl}- Hunter, Appraiser{nl}Cleric Tree{nl}- Druid, Pardoner, Miko{nl}Scout Tree{nl}- Shinobi, Assassin, Bullet Marker
QUEST_20190419_010836	Eligible classes can receive {#003399}Class Points{/} or the following items.{nl}- {#003399}Skill Reset Potion (14 Days){/}{nl}- {#003399}Attribute Reset Potion (14 Days){nl}
QUEST_20190419_010837	{#003399}Tip 1{/}{nl}If you select the {#003399}Class Points{/}, you receive 1,000 points.{nl}{#FF0000}However, tree base classes receive compensation in the form of items.{/}{nl}E.g. if your build is Barbarian-Shinobi-Rogue, you receive the items plus 2,000 Class Points.
QUEST_20190419_010838	{#003399}Tip 2{/}{nl}If you select the {#003399}reset items{/}, you receive all the items once per eligible character.{nl}{#FF0000}However, tree base classes receive additional items.
QUEST_20190419_010839	This character has already received compensation.{nl}You can receive the items once per eligible character only.
QUEST_20190419_010840	Select the location to enter.
QUEST_20190419_010841	You cannot enter due to your {#FF0000}Mark: Familiar Foe{/}.
QUEST_20190419_010842	Growth is certainly valuable in itself, but a little reward never hurt anyone. Bring me your {#003399}[Episode11] Growth Gems{/} and you, too, will understand.{nl}*{#003399}[Episode11] Growth Gems{/} can be obtained from Uska's event and the Growing Evergreen event.{nl}* New and Returning Saviors will be able to obtain {#003399}twice{/}the number of items from the exchange shop.
QUEST_20190419_010843	Have you collected the {#003399}[Episode11] Adventure Sprouts{/}? Let me get you something in exchange for those. Just remember, no reward is more valuable than the time spent with your trusty allies.
QUEST_20190419_010844	We've got a few special prizes ready to celebrate the arrival of the new Archer classes {#003399}Tiger Hunter{/} and {#003399}Matross{/}, and the new Scout classes {#003399}Ardito{/} and {#003399}Sheriff{/}. You only need to exchange them for {#003399}[Episode11] Adventure Sprouts{/}.
QUEST_20190419_010845	* {#003399}[Episode11] Adventure Sprouts{/} can be obtained by:{nl}1. Clearing the following under the {#003399}[Budding Sprout]{/} or the {#003399}[Growing Together]{/} buffs{nl}- {#003399}Level dungeons{/}, {#003399}Mercenary Post and Saalus missions{/}, {#003399}Unique raids{/}, {#003399}Earth Tower{/}, {#003399}Velcoffer's Nest{/}, {#003399}Uphill Defense{/}, {#003399}Challenge Mode Stage 5+{/}{nl}2. Defeating monsters within your level range{nl}3. Joining the {#003399}Growing Evergreen event{/}
QUEST_20190419_010846	We are supporting Saviors who have advanced into classes affected by balance changes.{nl}
QUEST_20190419_010847	Thank you.{nl}I'm glad you were here to help protect the Divine Torch.{nl}
QUEST_20190419_010848	We would like to give you this, on behalf of everyone at the convent.{nl}It isn't much, but we hope you will find it useful.{nl}
QUEST_20190419_010849	Once again, thank you.{nl}Do come back and help us whenever you can.
QUEST_20190419_010850	Banterer
QUEST_20190419_010851	I'm the one in charge around here... This ain't your area, is it...?
QUEST_20190419_010852	Huh? You forgot...?{nl}Hold on... I don't think I've seen you before...{nl}
QUEST_20190419_010853	Let me just ask you one question.{nl}What's the name of the human we support?
QUEST_20190419_010854	Let me just ask you one question.{nl}What's the name of our demon monarch?
QUEST_20190419_010855	Let me just ask you one question.{nl}What's the reason we're stationed here?
QUEST_20190419_010856	Let me just ask you one question.{nl}Who's the subordinate we manage but who isn't stationed here?
QUEST_20190419_010857	Let me just ask you one question.{nl}Who's our enemy?
QUEST_20190419_010858	Huh... My mistake.{nl}Alright, here's what's gonna happen.{nl}
QUEST_20190419_010859	When the Resistance go inside the Astral Tower, we're gonna attack them here.{nl}Got it? Then go back to your position.
QUEST_20190419_010860	The attack's gonna happen after sunset, when the moon is over the trees.{nl}Got it? Then go back to your position.
QUEST_20190419_010861	This time we're gonna go all out on them when they least expect.{nl}Got it? Then go back to your position.
QUEST_20190419_010862	Our general Banshee Boss is gonna join us in the attack this time.{nl}Got it? Then go back to your position.
QUEST_20190419_010863	If our attack works, we're gonna destroy not just the Resistance, but the entire Schaffenstar with it!{nl}Got it? Then go back to your position.
QUEST_20190419_010864	Poor guy must have gone through a lot...{nl}Sad we didn't come to hear about it until now.{nl}
QUEST_20190419_010865	I'll get ready to leave as soon as possible.{nl}I'm counting on you in the meantime.
QUEST_20190419_010866	It's too early to give up!
QUEST_20190419_010867	Not gonna lie, this feels like a trap...
QUEST_20190419_010868	Select a Crystal Piece to place on the foothold.
QUEST_20190419_010869	Take the Crystal Piece placed on the foothold?
QUEST_20190419_010870	Thought you could get rid of it that easily, did you?{nl}Tsk, tsk... And you didn't even know about me? 
QUEST_20190419_010871	Demon Lord Moringponia
QUEST_20190419_010872	What, did you think I wouldn't notice all that racket?{nl}You're pretty brave for messing with our business... I don't suppose you're counting on getting away with it...?
QUEST_20190419_010873	Found a strange Crystal Piece.{nl}Try and find more.
QUEST_20190419_010874	Found enough Crystal Pieces to place on the footholds.{nl}Return to the obelisk and place the Crystal Pieces on the footholds.
QUEST_20190419_010875	I'm glad to hear the Goddess Statue worked.{nl}But the evil energy hasn't completely disappeared yet.{nl}Where could it be spreading from...? I'll have to investigate some more.
QUEST_20190419_010876	Gotcha. Mwahahah!
QUEST_20190419_010877	Go! Go and catch them once and for all!
QUEST_20190419_010878	Ah... Evil beings are headed our way.{nl}Kartas must have found us.{nl}
QUEST_20190419_010879	What's more, in this state we won't be able to fight him.{nl}I suppose... I could hide you and Illina away from Kartas' eyes.{nl}Please, come this way...
QUEST_20190419_010880	Do not worry. Kartas will not be able to harm me.{nl}There is a reason he has been chasing after me for so long.{nl}
QUEST_20190419_010881	I believe it may have to do with these seeds...{nl}But if we can only use his temperament against him...{nl}
QUEST_20190419_010882	Oh no... We must hurry!
QUEST_20190419_010883	Mwahaha! Here you are, Medeina! Hidden in your little corner!
QUEST_20190419_010884	Still got those old powers of yours, hey?{nl}I'm surprised...! Hahah.
QUEST_20190419_010885	Kartas!{nl}I don't know what it is you want, but you won't have it your way.
QUEST_20190419_010886	Bwahaha! I'm not too worried about that, my dear.{nl}Besides...
QUEST_20190419_010887	Looks like that's no ordinary stick you got there, is it?{nl}I'll take that, thank you.{nl}
QUEST_20190419_010888	And Medeina. I'm gonna need you to come with me.
QUEST_20190419_010889	Medeina, sweetheart. You know my patience is short, why are you trying to test it?{nl}Let me ask you one more thing.{nl}
QUEST_20190419_010890	How does one revive from inside the Divine Tree?{nl}How do you do it!!{nl}
QUEST_20190419_010891	And that stick of yours. What does it have to do with all of this!?
QUEST_20190419_010892	My answer remains the same, Kartas.{nl}I will not tell those who search for the answer.
QUEST_20190419_010893	Come to think of it...{nl}It seems Giltine wasn't the one who commanded you to find me.{nl}
