SKILL_20150317_000001	Атака
SKILL_20180320_010582	* Увеличивает урон, наносимый врагу способностью [Thrust] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010583	* Увеличивает урон, наносимый врагу способностью [Pommel Beat] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010584	* Увеличивает урон, наносимый врагу способностью [Double Slash] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010585	* Увеличивает урон, наносимый врагу способностью [Rim Blow] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010586	* Увеличивает урон, наносимый врагу способностью [Umbo Blow] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010587	* Увеличивает урон, наносимый врагу способностью [Shield Lob] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010588	* Увеличивает урон, наносимый врагу способностью [Butterfly] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010589	* Decreases  damage taken by 5% за каждый уровень атрибута for 10 Секунд when using [Swash Buckling]
SKILL_20180320_010590	* Увеличение [Provoke] effects by 10% за каждый уровень атрибута when [Swash Buckling] effect is повысится
SKILL_20180320_010591	* Увеличивает урон, наносимый врагу способностью [Umbo Thrust] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010592	* Увеличивает урон, наносимый врагу способностью [Langort] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010593	Swash Buckling: Maintain Provocation
SKILL_20180320_010594	* Увеличение duration of [Swash Buckling] by 1 second за каждый уровень атрибута
SKILL_20180320_010595	Peltasta: Double Provocation
SKILL_20180320_010596	* Provocation value Увеличение by 2 times
SKILL_20180320_010597	* Увеличивает урон, наносимый врагу способностью [Cartar Stroke] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010598	* Увеличивает урон, наносимый врагу способностью [Crown] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010599	* Увеличивает урон, наносимый врагу способностью [Wagon Wheel] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010600	* Увеличивает урон, наносимый врагу способностью [Moulinet] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010601	* Увеличивает урон, наносимый врагу способностью [Skull Swing] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010602	* Увеличивает урон, наносимый врагу способностью [Skyliner] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010603	* Увеличивает урон, наносимый врагу способностью [Crosscut] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010604	* Увеличивает урон, наносимый врагу способностью [Vertical Slash] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010605	* Увеличивает урон, наносимый врагу способностью [Stabbing] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010606	* Увеличивает урон, наносимый врагу способностью [Synchro Thrusting] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010607	* Увеличивает урон, наносимый врагу способностью [Pierce] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010608	* Увеличивает урон, наносимый врагу способностью [Long Stride] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010609	* Увеличивает урон, наносимый врагу способностью [Spear Throw] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010610	* Увеличивает урон, наносимый врагу способностью [Spear Lunge] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010611	* Увеличивает урон, наносимый врагу способностью [Embowel] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010612	* Увеличивает урон, наносимый врагу способностью [Stomping Kick] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010613	* Увеличивает урон, наносимый врагу способностью [Pouncing] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010614	* Увеличивает урон, наносимый врагу способностью [Helm Chopper] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010615	* Увеличивает урон, наносимый врагу способностью [Seism] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010616	* Увеличивает урон, наносимый врагу способностью [Cleave] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010617	* Увеличивает урон, наносимый врагу способностью [Shield Charge] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010618	* Увеличивает урон, наносимый врагу способностью [Montano] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010619	* Увеличивает урон, наносимый врагу способностью [Targe Smash] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010620	* Увеличивает урон, наносимый врагу способностью [Shield Push] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010621	Targe Smash: Burn
SKILL_20180320_010622	* Spreads [Поджог] equal to attribute level when defeating an enemy affected by [Поджог] with [Targe Smash]{nl}* Увеличивает потребление SP на 10%
SKILL_20180320_010623	* Увеличивает урон, наносимый врагу способностью [Shooting Star] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010624	* Увеличивает урон, наносимый врагу способностью [Slithering] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010625	* Увеличивает урон, наносимый врагу способностью [Shield Shoving] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010626	* Увеличивает урон, наносимый врагу способностью [Shield Bash] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010627	* Увеличивает урон, наносимый врагу способностью [High Kick] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010628	* Увеличивает урон, наносимый врагу способностью [Impaler] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010629	* Увеличивает урон, наносимый врагу способностью [Earth Wave] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010630	* Увеличивает урон, наносимый врагу способностью [Steed Charge] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010631	* Увеличивает урон, наносимый врагу способностью [Doom Spike] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010632	* Увеличивает урон, наносимый врагу способностью [Rush] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
SKILL_20180320_010633	Earth Wave: Earth Property
SKILL_20180320_010634	* Changes  property of [Earth Wave] to Earth property{nl}* Увеличивает потребление SP на 10%
SKILL_20180320_010635	* Увеличивает урон, наносимый врагу способностью [Deadly Combo] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
